licencia_id,nombre_registro,categoria,habitaciones,plazas,origen_coordenada,metodo_cruce,similitud,distancia_m,nombre_raspado,precio,moneda,estrellas_raspadas,puntuacion,fichero_origen,ficha_compartida,dudoso
HB-004690,Brummell,No aplica,2,4,registro,coordenada,1.0,4.0,Hotel Brummell,264.61,EUR,4.0,4.7,google_hotels_2026-09-29_eur.csv,True,True
HB-004691,Cotton House,5 estrelles,83,162,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004693,HOSTAL NOVA BARCELONA,No aplica,9,27,geocodificada,coordenada,1.0,22.0,Hostal Nova Barcelona,97.18,EUR,2.0,4.4,google_hotels_2026-09-29_eur.csv,True,True
HB-004694,Omnium,2 estrelles,21,36,registro,coordenada,1.0,3.0,Hotel Omnium,200.03,EUR,2.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004695,BacHome Barcelona BB,No aplica,7,14,geocodificada,coordenada,0.69,19.0,BacHome Gallery B&B,142.36,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004696,H10 CUBIK,4 estrelles superior,101,191,registro,coordenada,1.0,12.0,H10 Cubik,291.12,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004697,Forget Me Not Plus 1,No aplica,7,14,,sin_cruce,0.0,,,,,,,,False,False
HB-004698,Forget Me Not Plus 2,No aplica,7,14,,sin_cruce,0.0,,,,,,,,False,False
HB-004699,Negresco Princess,4 estrelles superior,129,257,registro,coordenada,1.0,10.0,Hotel Negresco Princess Barcelona,201.01,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004700,FEELATHOME CASA BERTRAND,No aplica,7,14,geocodificada,coordenada,1.0,3.0,Feelathome Casa Bertrand,158.11,EUR,,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004701,Ally's Guest House III,No aplica,4,7,geocodificada,coordenada,0.88,14.0,Ally's Guest House Barcelona Sl,,EUR,2.0,3.9,google_hotels_2026-09-29_eur.csv,True,True
HB-004703,Casa Bonay,4 estrelles,67,124,registro,coordenada,0.83,3.0,Hotel Casa Bonay & Spa,230.96,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004704,Serennia Exclusive Rooms,2 estrelles,4,8,registro,nombre_unico,0.77,,Serennia Fira Gran Via Exclusive Rooms,107.3,EUR,2.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004705,BAILEN GREEN HOUSE,No aplica,4,8,geocodificada,coordenada,1.0,21.0,Bailen Green House,,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004706,RETROME,No aplica,7,14,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004707,RETROME,No aplica,4,8,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004708,RETROME,No aplica,4,8,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004709,Canigó,No aplica,9,17,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004711,Duquesa Suites,4 estrelles,20,40,registro,coordenada,0.67,6.0,Duquesa Suites Hotel by Grup Duquessa,234.45,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004713,Hostal Ginebra Lux,No aplica,4,10,geocodificada,coordenada,0.56,9.0,Hotel Ginebra,169.4,EUR,1.0,4.2,google_hotels_2026-09-29_eur.csv,True,True
HB-004714,Hostal Ginebra Superior,No aplica,3,6,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004715,Bed  Break,No aplica,4,8,geocodificada,coordenada,1.0,1.0,Bed and Break Barcelona,146.81,EUR,,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004716,Upper Diagonal,4 estrelles,39,78,registro,coordenada,1.0,16.0,Hotel Upper Diagonal,215.76,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004718,Ohla Eixample,5 estrelles,94,188,registro,coordenada,1.0,11.0,Hotel Ohla Eixample Barcelona,381.5,EUR,5.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004719,Bestprice Gracia,1 estrella,24,49,registro,coordenada,1.0,4.0,Hotel BESTPRICE Gracia,127.27,EUR,1.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004722,Casa Mathilda,No aplica,12,20,geocodificada,coordenada,1.0,6.0,Casa Mathilda | Barcelona,214.94,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004726,Sense especificar,2 estrelles,9,18,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004727,Catalonia Magdalenes,4 estrelles,61,122,registro,coordenada,1.0,7.0,Hotel Catalonia Magdalenes,289.3,EUR,4.0,4.8,google_hotels_2026-09-29_eur.csv,False,False
HB-004728,Ibis Styles Barcelona Centre,2 estrelles,84,162,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004730,The Wittmore,Gran luxe,22,40,registro,coordenada,0.7,10.0,"Wittmore Hotel, an SLH Hotel",332.8,EUR,5.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004731,WellCome Boutique Hotel,4 estrelles,44,78,registro,coordenada,0.62,1.0,Hotel Well and Come Barcelona,,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004733,Room Mate Anna,4 estrelles,81,146,registro,coordenada,1.0,7.0,"Room Mate Anna, Barcelona",204.56,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004735,Flats Rent Store,1 estrella,2,8,,sin_cruce,0.0,,,,,,,,False,False
HB-004736,Chi,3 estrelles,48,96,registro,nombre_exacto,1.0,,Chi,203.0,,,8.9,booking_unificados_2026-09-29.csv,False,False
HB-004737,The Corner,4 estrelles,72,144,registro,coordenada,1.0,15.0,The Corner Hotel,269.19,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004738,murmuri residence mercader,4 estrelles,14,54,registro,coordenada,1.0,8.0,Murmuri Residence Mercader,232.14,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004739,H10 Casa Mimosa,4 estrelles superior,45,90,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004740,Magatzem 128,No aplica,16,28,geocodificada,coordenada,1.0,18.0,Magatzem 128,138.7,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004741,MY PILLOW GUESTHOUSE,No aplica,5,9,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004742,Ibis Styles Barcelona City Bogatell,2 estrelles,213,426,registro,coordenada,1.0,5.0,Hotel ibis Styles Barcelona City Bogatell,168.83,EUR,2.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004745,The One Barcelona,Gran luxe,89,178,registro,coordenada,1.0,13.0,The One Barcelona,340.11,EUR,5.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004747,wander,No aplica,8,16,geocodificada,nombre_cerca,0.32,2.0,BYPILLOW Wander | Hostal en el Centro de Barcelona,144.32,EUR,,3.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004750,soho house,5 estrelles,57,114,registro,coordenada,1.0,7.0,Soho House Barcelona,460.0,EUR,,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004752,Gerard,4 estrelles,66,132,registro,nombre_cerca,0.36,4.0,"Room Mate Collection Gerard, Barcelona",192.19,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004753,THE MOODS CATEDRAL,No aplica,17,32,geocodificada,coordenada,1.0,2.0,The Moods Catedral,166.5,EUR,2.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004755,Yurbban Passage,4 estrelles superior,60,122,registro,coordenada,0.88,17.0,Yurbban Passage Hotel & Spa,265.2,EUR,4.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004756,Niu Barcelona,3 estrelles,27,48,registro,coordenada,1.0,7.0,Hotel Niu Barcelona,177.32,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004757,ZT The Golden Hotel Barcelona,4 estrelles,158,293,registro,coordenada,1.0,15.0,ZT The Golden Barcelona Hotel,175.3,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004758,Bcn NiceCozy,No aplica,4,8,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004760,Sb Glow,4 estrelles superior,235,486,registro,coordenada,1.0,5.0,Hotel SB Glow,,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004761,Arya Hotel,3 estrelles,61,115,registro,nombre_cerca,0.31,8.0,Arya Stadium Hotel 3 by Madanis,136.95,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004762,Od Barcelona,5 estrelles,98,196,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004766,Hostal Oliveta,No aplica,6,10,geocodificada,coordenada,0.67,21.0,Oliveta,,EUR,,4.3,google_hotels_2026-09-29_eur.csv,True,True
HB-004767,Hotel Boutique 2015,2 estrelles,4,8,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004768,Le Palacete by Sweet,3 estrelles,10,20,registro,coordenada,0.97,8.0,Le Palacete by Sweett,,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004769,rec,3 estrelles,99,198,registro,nombre_exacto,1.0,,Hotel REC Barcelona,187.19,EUR,3.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004770,"RADISSON BLU 1882 HOTEL, BARCELONA SAGRADA FAMILIA",4 estrelles,182,364,registro,coordenada,1.0,19.0,"Radisson Blu 1882 Hotel, Barcelona Sagrada Familia",253.34,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004802,ONA MOSAIC,No aplica,53,93,registro,coordenada,0.6,3.0,Mosaic by Ona,165.85,EUR,3.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004805,45 Times Barcelona Hotel,4 estrelles superior,119,238,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004806,ALMANAC,Gran luxe,91,184,registro,coordenada,1.0,18.0,Almanac Barcelona,471.48,EUR,5.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004807,H10 MADISON,4 estrelles superior,101,198,registro,coordenada,1.0,6.0,H10 Madison,322.28,EUR,4.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004822,MOTEL ONE BARCELONA CIUTADELLA,1 estrella,301,602,registro,coordenada,1.0,16.0,Hotel Motel One Barcelona-Ciutadella,174.29,EUR,3.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004828,EXE PLAZA CATALUNYA,5 estrelles,107,193,registro,coordenada,0.8,9.0,Dorma Plaza Catalunya,179.93,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004837,The Barcelona EDITION,Gran luxe,100,200,registro,coordenada,1.0,10.0,The Barcelona EDITION,751.5,EUR,5.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004844,COOLROOMS MALDA,No aplica,14,28,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004855,HOTEL LA CASA DEL SOL,3 estrelles,18,32,registro,nombre_cerca,0.5,19.0,La Casa Del Sol Hotel Gracia District,,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004857,HOTEL PRAKTIK ÈSSENS,2 estrelles,37,74,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004859,ALBERGUE DELFOS,No aplica,6,10,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004867,CAMI,No aplica,4,8,geocodificada,coordenada,1.0,3.0,Hotel Camí Barcelona,151.81,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004883,CASA VOLVER,1 estrella,43,79,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004892,HOTEL SEVENTY,4 estrelles superior,152,304,registro,coordenada,1.0,7.0,Seventy Barcelona,307.24,EUR,4.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004893,HOTEL ACTA VORAPORT,2 estrelles,313,626,registro,nombre_exacto,1.0,,Acta Voraport,196.5,,,9.0,booking_unificados_2026-09-29.csv,False,False
HB-004905,"BARCELO CONDAL HOTELES, S.A. Occidental Barcelona 1929",3 estrelles,152,304,registro,coordenada,0.64,8.0,Occidental Barcelona 1929,165.79,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004910,HOTEL CASA LUZ,2 estrelles,65,127,geocodificada,nombre_exacto,1.0,,Hotel Casa Luz,299.0,,,8.9,booking_unificados_2026-09-29.csv,False,False
HB-004911,OCCIDENTAL 414 DIAGONAL,4 estrelles superior,100,204,registro,coordenada,0.83,9.0,Occidental Diagonal 414,243.68,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004913,BELVILLAGE,No aplica,25,49,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004917,Bed  stayup Gràcia,No aplica,4,7,geocodificada,coordenada,0.67,0.0,Hostal Gràcia,165.45,EUR,,3.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004939,Casa Filomena,No aplica,2,6,geocodificada,coordenada,1.0,1.0,Casa Filomena,,EUR,4.0,4.9,google_hotels_2026-09-29_eur.csv,False,False
HB-004941,PAXTON BARCELONA,4 estrelles superior,153,306,registro,coordenada,1.0,39.0,Paxton Barcelona,213.07,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004948,MIRLO BARCELONA HOTEL,5 estrelles,16,32,registro,nombre_cerca,0.53,9.0,Hotel Boutique Mirlo Barcelona,249.7,EUR,5.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004954,HOSTAL DIAGONAL,No aplica,4,10,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004955,HOTEL ME BARCELONA,5 estrelles,164,328,registro,coordenada,1.0,10.0,ME Barcelona,361.52,EUR,5.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004964,LIMEHOME BARCELONA,3 estrelles,21,42,geocodificada,nombre_cerca,0.48,6.0,Limehome Barcelona Carrer de Besalú 82,154.18,EUR,4.0,3.9,google_hotels_2026-09-29_eur.csv,False,False
HB-004976,ANTIGA CASA BUENAVISTA,4 estrelles superior,43,86,registro,coordenada,1.0,1.0,Hotel Antiga Casa Buenavista,247.97,EUR,4.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004982,The Social Hub Barcelona Poblenou,4 estrelles,293,450,registro,coordenada,1.0,17.0,The Social Hub Barcelona Poblenou,222.41,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004996,"Vía Sants Hotel Barcelona, Tapestry Collection by Hilton",4 estrelles,50,100,geocodificada,coordenada,1.0,6.0,"Via Sants Hotel Barcelona, Tapestry Collection by Hilton",288.16,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-005002,ARCELON HOTEL,4 estrelles,71,142,geocodificada,coordenada,1.0,15.0,Hotel Arcelon,141.35,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-005030,HOTEL LINCOLN LOUNGE,3 estrelles,12,19,geocodificada,coordenada,1.0,3.0,Hotel Lincoln Lounge,,EUR,3.0,3.7,google_hotels_2026-09-29_eur.csv,False,False
HB-005036,"Labtwentytwo Barcelona, a Tribute Portfolio Hotel",4 estrelles superior,185,350,geocodificada,coordenada,1.0,30.0,"Labtwentytwo Barcelona, a Tribute Portfolio Hotel",,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-005059,Leonardo Royal Hotel Barcelona Fira,4 estrelles superior,204,408,geocodificada,coordenada,1.0,25.0,Leonardo Royal Hotel Barcelona Fira,133.8,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-005060,One shot Arago,3 estrelles,49,97,geocodificada,coordenada,1.0,1.0,Hotel One Shot Aragó,151.26,EUR,3.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-005081,EASYHOTEL BARCELONA LA SAGRERA,1 estrella,75,150,registro,coordenada,1.0,9.0,easyHotel Barcelona La Sagrera,132.63,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-005102,Hotel BESTPRICE Maragall,1 estrella,29,62,geocodificada,coordenada,1.0,6.0,Hotel BESTPRICE Maragall,113.63,EUR,,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-005108,Hotel Bypillow Maragall,2 estrelles,36,90,geocodificada,coordenada,0.67,7.0,BYPILLOW FLAMANT,158.35,EUR,2.0,3.8,google_hotels_2026-09-29_eur.csv,False,False
